Sequence number;Packet Number;RTT [ms]
3651857;2523;14.125000
3653305;2524;14.125000
3654753;2525;14.125000
3656201;2526;14.125000
3657649;2527;14.125000
3659097;2528;14.250000
3660545;2529;14.250000
3661993;2530;14.250000
3663441;2531;14.250000
3664889;2532;14.250000
3666337;2533;14.250000
3667785;2534;14.125000
3669233;2535;14.125000
3670681;2536;14.125000
3672129;2537;14.250000
3673577;2538;14.250000
3675025;2539;14.250000
3676473;2540;14.125000
3677921;2541;14.125000
3679369;2542;14.125000
3680817;2543;14.125000
3682265;2544;14.125000
3683713;2545;14.125000
3685161;2546;14.125000
3686609;2547;14.125000
3688057;2548;14.125000
3689505;2549;14.250000
3690953;2550;14.250000
3692401;2551;14.250000
3693849;2552;14.125000
3695297;2553;14.125000
3696745;2554;14.125000
3698193;2555;14.250000
3699641;2556;14.250000
3701089;2557;14.250000
3702537;2558;14.250000
3703985;2559;14.250000
3705433;2560;14.250000
3706881;2561;14.250000
3708329;2562;14.250000
3709777;2563;14.250000
3711225;2564;14.125000
3712673;2565;14.125000
3714121;2566;14.125000
3715569;2567;0
3717017;2568;0
3718465;2569;0
3719913;2570;0
3721361;2571;0
3722809;2572;14.125000
3724257;2573;14.125000
3725705;2574;14.125000
3727153;2575;14.125000
3728601;2576;14.250000
3730049;2577;14.250000
3731497;2578;14.250000
3732945;2579;14.250000
3734393;2580;14.250000
3735841;2581;14.250000
3737289;2582;14.250000
3738737;2583;14.250000
3740185;2584;14.250000
3741633;2585;14.125000
3743081;2586;14.125000
3744529;2587;14.125000
3745977;2588;14.125000
3747425;2589;14.125000
3748873;2590;14.125000
3750321;2591;14.125000
3751769;2592;14.125000
3753217;2593;14.125000
3754665;2594;14.250000
3756113;2595;14.250000
3757561;2596;14.250000
3759009;2597;14.250000
3760457;2598;14.250000
3761905;2599;14.250000
3763353;2600;14.125000
3764801;2601;14.125000
3766249;2602;14.125000
3767697;2603;14.250000
3769145;2604;14.250000
3770593;2605;14.250000
3772041;2606;14.250000
3773489;2607;14.250000
3774937;2608;14.250000
3776385;2609;14.250000
3777833;2610;14.250000
3779281;2611;14.250000
3780729;2612;14.250000
3782177;2613;14.250000
3783625;2614;14.250000
3785073;2615;14.250000
3786521;2616;14.250000
3787969;2617;14.250000
3789417;2618;14.250000
3790865;2619;14.250000
3792313;2620;14.250000
3793761;2621;14.125000
3795209;2622;14.125000
3796657;2623;14.125000
3798105;2624;14.125000
3799553;2625;14.125000
3801001;2626;14.125000
3802449;2627;14.250000
3803897;2628;14.250000
3805345;2629;14.250000
3806793;2630;14.250000
3808241;2631;14.250000
3809689;2632;14.250000
3811137;2633;14.250000
3812585;2634;14.250000
3814033;2635;14.250000
3815481;2636;14.250000
3816929;2637;14.250000
3818377;2638;14.250000
3819825;2639;0
3821273;2640;0
3822721;2641;0
3824169;2642;0
3825617;2643;0
3827065;2644;14.250000
3828513;2645;14.250000
3829961;2646;14.250000
3831409;2647;14.250000
3832857;2648;14.116000
3834305;2649;14.116000
3835753;2650;14.116000
3837201;2651;14.134000
3838649;2652;14.134000
3840097;2653;14.134000
3841545;2654;14.250000
3842993;2655;14.250000
3844441;2656;14.250000
3845889;2657;14.250000
3847337;2658;14.250000
3848785;2659;14.250000
3850233;2660;14.250000
3851681;2661;14.250000
3853129;2662;14.250000
3854577;2663;14.125000
3856025;2664;14.125000
3857473;2665;14.125000
3858921;2666;14.250000
3860369;2667;14.250000
3861817;2668;14.250000
3863265;2669;14.250000
3864713;2670;14.250000
3866161;2671;14.250000
3867609;2672;14.125000
3869057;2673;14.125000
3870505;2674;14.125000
3871953;2675;14.125000
3873401;2676;14.125000
3874849;2677;14.125000
3876297;2678;14.250000
3877745;2679;14.250000
3879193;2680;14.250000
3880641;2681;14.250000
3882089;2682;14.250000
3883537;2683;14.250000
3884985;2684;14.250000
3886433;2685;14.250000
3887881;2686;14.250000
3889329;2687;14.250000
3890777;2688;14.250000
3892225;2689;14.250000
3893673;2690;14.125000
3895121;2691;14.125000
3896569;2692;14.125000
3898017;2693;14.125000
3899465;2694;14.125000
3900913;2695;14.125000
3902361;2696;14.125000
3903809;2697;14.125000
3905257;2698;14.125000
3906705;2699;14.250000
3908153;2700;14.250000
3909601;2701;14.250000
3911049;2702;14.250000
3912497;2703;14.250000
3913945;2704;14.250000
3915393;2705;14.250000
3916841;2706;14.250000
3918289;2707;14.250000
3919737;2708;14.125000
3921185;2709;14.125000
3922633;2710;14.125000
3924081;2711;13.625000
3925529;2712;13.625000
3926977;2713;13.625000
3928425;2714;14.125000
3929873;2715;14.125000
3931321;2716;14.125000
3932769;2717;14.250000
3934217;2718;14.250000
3935665;2719;14.250000
3937113;2720;0
3938561;2721;0
3940009;2722;0
3941457;2723;0
3942905;2724;0
3944353;2725;14.375000
3945801;2726;14.125000
3947249;2727;14.125000
3948697;2728;14.125000
3950145;2729;14.125000
3951593;2730;14.125000
3953041;2731;14.125000
3954489;2732;14.250000
3955937;2733;14.250000
3957385;2734;14.250000
3958833;2735;14.250000
3960281;2736;14.250000
3961729;2737;14.250000
3963177;2738;14.125000
3964625;2739;14.125000
3966073;2740;14.125000
3967521;2741;14.250000
3968969;2742;14.250000
3970417;2743;14.250000
3971865;2744;14.250000
3973313;2745;14.250000
3974761;2746;14.250000
3976209;2747;14.250000
3977657;2748;14.250000
3979105;2749;14.250000
3980553;2750;14.250000
3982001;2751;14.250000
3983449;2752;14.250000
3984897;2753;14.250000
3986345;2754;14.250000
3987793;2755;14.250000
3989241;2756;14.250000
3990689;2757;14.250000
3992137;2758;14.250000
3993585;2759;14.250000
3995033;2760;14.250000
3996481;2761;14.250000
3997929;2762;14.125000
3999377;2763;14.125000
4000825;2764;14.125000
4002273;2765;14.250000
4003721;2766;14.250000
4005169;2767;14.250000
4006617;2768;14.250000
4008065;2769;14.250000
4009513;2770;14.250000
4010961;2771;14.125000
4012409;2772;14.125000
4013857;2773;14.125000
4015305;2774;14.125000
4016753;2775;14.125000
4018201;2776;14.125000
4019649;2777;14.125000
4021097;2778;14.125000
4022545;2779;14.125000
4023993;2780;14.125000
4025441;2781;14.125000
4026889;2782;14.125000
4028337;2783;14.125000
4029785;2784;14.125000
4031233;2785;14.125000
4032681;2786;14.125000
4034129;2787;14.125000
4035577;2788;14.125000
4037025;2789;14.125000
4038473;2790;14.125000
4039921;2791;14.125000
4041369;2792;14.250000
4042817;2793;14.250000
4044265;2794;14.250000
4045713;2795;14.250000
4047161;2796;14.250000
4048609;2797;14.250000
4050057;2798;14.250000
4051505;2799;14.250000
4052953;2800;14.250000
4054401;2801;0
4055849;2802;0
4057297;2803;0
4058745;2804;0
4060193;2805;0
4061641;2806;14.125000
4063089;2807;14.125000
4064537;2808;14.125000
4065985;2809;14.125000
4067433;2810;14.250000
4068881;2811;14.250000
4070329;2812;14.250000
4071777;2813;14.250000
4073225;2814;14.250000
4074673;2815;14.250000
4076121;2816;14.250000
4077569;2817;14.250000
4079017;2818;14.250000
4080465;2819;14.125000
4081913;2820;14.125000
4083361;2821;14.125000
4084809;2822;14.125000
4086257;2823;14.125000
4087705;2824;14.125000
4089153;2825;14.125000
4090601;2826;14.125000
4092049;2827;14.125000
4093497;2828;14.250000
4094945;2829;14.250000
4096393;2830;14.250000
4097841;2831;14.125000
4099289;2832;14.125000
4100737;2833;14.125000
4102185;2834;14.250000
4103633;2835;14.250000
4105081;2836;14.250000
4106529;2837;14.250000
4107977;2838;14.250000
4109425;2839;14.250000
4110873;2840;14.250000
4112321;2841;14.250000
4113769;2842;14.250000
4115217;2843;14.125000
4116665;2844;14.125000
4118113;2845;14.125000
4119561;2846;14.125000
4121009;2847;14.125000
4122457;2848;14.125000
4123905;2849;14.250000
4125353;2850;14.250000
4126801;2851;14.250000
4128249;2852;14.125000
4129697;2853;14.125000
4131145;2854;14.125000
4132593;2855;14.125000
4134041;2856;14.125000
4135489;2857;14.125000
4136937;2858;14.250000
4138385;2859;14.250000
4139833;2860;14.250000
4141281;2861;14.250000
4142729;2862;14.250000
4144177;2863;14.250000
4145625;2864;14.125000
4147073;2865;14.125000
4148521;2866;14.125000
4149969;2867;14.250000
4151417;2868;14.250000
4152865;2869;14.250000
4154313;2870;14.250000
4155761;2871;14.250000
4157209;2872;14.250000
4158657;2873;14.250000
4160105;2874;14.250000
4161553;2875;14.250000
4163001;2876;14.250000
4164449;2877;14.250000
4165897;2878;14.250000
4167345;2879;14.125000
4168793;2880;14.125000
4170241;2881;14.125000
4171689;2882;0
4173137;2883;0
4174585;2884;0
4176033;2885;0
4177481;2886;0
4178929;2887;14.250000
4180377;2888;14.125000
4181825;2889;14.125000
4183273;2890;14.125000
4184721;2891;14.250000
4186169;2892;14.250000
4187617;2893;14.250000
4189065;2894;14.125000
4190513;2895;14.125000
4191961;2896;14.125000
4193409;2897;14.125000
4194857;2898;14.125000
4196305;2899;14.125000
4197753;2900;14.250000
4199201;2901;14.250000
4200649;2902;14.250000
4202097;2903;14.250000
4203545;2904;14.250000
4204993;2905;14.250000
4206441;2906;14.125000
4207889;2907;14.125000
4209337;2908;14.125000
4210785;2909;14.125000
4212233;2910;14.125000
4213681;2911;14.125000
4215129;2912;14.250000
4216577;2913;14.250000
4218025;2914;14.250000
4219473;2915;14.125000
4220921;2916;14.125000
4222369;2917;14.125000
4223817;2918;14.250000
4225265;2919;14.250000
4226713;2920;14.250000
4228161;2921;14.250000
4229609;2922;14.250000
4231057;2923;14.250000
4232505;2924;14.250000
4233953;2925;14.250000
4235401;2926;14.250000
4236849;2927;14.125000
4238297;2928;14.125000
4239745;2929;14.125000
4241193;2930;14.250000
4242641;2931;14.250000
4244089;2932;14.250000
4245537;2933;14.250000
4246985;2934;14.250000
4248433;2935;14.250000
4249881;2936;14.250000
4251329;2937;14.250000
4252777;2938;14.250000
4254225;2939;14.250000
4255673;2940;14.250000
4257121;2941;14.250000
4258569;2942;14.125000
4260017;2943;14.125000
4261465;2944;14.125000
4262913;2945;14.250000
4264361;2946;14.250000
4265809;2947;14.250000
4267257;2948;14.125000
4268705;2949;14.125000
4270153;2950;14.125000
4271601;2951;14.125000
4273049;2952;14.125000
4274497;2953;14.125000
4275945;2954;14.125000
4277393;2955;14.125000
4278841;2956;14.125000
4280289;2957;0
4281737;2958;0
4283185;2959;0
4284633;2960;0
4286081;2961;0
4287529;2962;14.250000
4288977;2963;14.250000
4290425;2964;14.250000
4291873;2965;14.250000
4293321;2966;14.125000
4294769;2967;14.125000
4296217;2968;14.125000
4297665;2969;14.250000
4299113;2970;14.250000
4300561;2971;14.250000
4302009;2972;14.125000
4303457;2973;14.125000
4304905;2974;14.125000
4306353;2975;14.250000
4307801;2976;14.250000
4309249;2977;14.250000
4310697;2978;14.250000
4312145;2979;14.250000
4313593;2980;14.250000
4315041;2981;14.250000
4316489;2982;14.250000
4317937;2983;14.250000
4319385;2984;14.241000
4320833;2985;14.241000
4322281;2986;14.241000
4323729;2987;14.259000
4325177;2988;14.259000
4326625;2989;14.259000
4328073;2990;14.125000
4329521;2991;14.125000
4330969;2992;14.125000
4332417;2993;14.250000
4333865;2994;14.250000
4335313;2995;14.250000
4336761;2996;14.250000
4338209;2997;14.250000
4339657;2998;14.250000
4341105;2999;14.250000
4342553;3000;14.250000
4344001;3001;14.250000
4345449;3002;14.250000
4346897;3003;14.250000
4348345;3004;14.250000
4349793;3005;14.250000
4351241;3006;14.250000
4352689;3007;14.250000
4354137;3008;14.250000
4355585;3009;14.250000
4357033;3010;14.250000
4358481;3011;14.250000
4359929;3012;14.250000
4361377;3013;14.250000
4362825;3014;14.250000
4364273;3015;14.250000
4365721;3016;14.250000
4367169;3017;14.250000
4368617;3018;14.250000
4370065;3019;14.250000
4371513;3020;14.750000
4372961;3021;14.750000
4374409;3022;14.750000
4375857;3023;14.750000
4377305;3024;14.750000
4378753;3025;14.750000
4380201;3026;14.750000
4381649;3027;14.750000
4383097;3028;14.750000
4384545;3029;14.375000
4385993;3030;14.375000
4387441;3031;14.375000
4388889;3032;14.125000
4390337;3033;14.125000
4391785;3034;14.125000
4393233;3035;14.125000
4394681;3036;14.125000
4396129;3037;14.125000
4397577;3038;0
4399025;3039;0
4400473;3040;0
4401921;3041;0
4403369;3042;0
4404817;3043;14.250000
4406265;3044;14.250000
4407713;3045;14.250000
4409161;3046;14.250000
4410609;3047;14.125000
4412057;3048;14.125000
4413505;3049;14.125000
4414953;3050;14.250000
4416401;3051;14.250000
4417849;3052;14.250000
4419297;3053;14.250000
4420745;3054;14.250000
4422193;3055;14.250000
4423641;3056;14.250000
4425089;3057;14.250000
4426537;3058;14.250000
4427985;3059;14.125000
4429433;3060;14.125000
4430881;3061;14.125000
4432329;3062;14.250000
4433777;3063;14.250000
4435225;3064;14.250000
4436673;3065;14.250000
4438121;3066;14.250000
4439569;3067;14.250000
4441017;3068;14.241000
4442465;3069;14.241000
4443913;3070;14.241000
4445361;3071;14.134000
4446809;3072;14.134000
4448257;3073;14.134000
4449705;3074;14.125000
4451153;3075;14.125000
4452601;3076;14.125000
4454049;3077;14.250000
4455497;3078;14.250000
4456945;3079;14.250000
4458393;3080;14.250000
4459841;3081;14.250000
4461289;3082;14.250000
4462737;3083;14.125000
4464185;3084;14.125000
4465633;3085;14.125000
4467081;3086;14.375000
4468529;3087;14.375000
4469977;3088;14.375000
4471425;3089;14.125000
4472873;3090;14.125000
4474321;3091;14.125000
4475769;3092;14.125000
4477217;3093;14.125000
4478665;3094;14.125000
4480113;3095;14.125000
4481561;3096;14.125000
4483009;3097;14.125000
4484457;3098;14.375000
4485905;3099;14.375000
4487353;3100;14.375000
4488801;3101;14.125000
4490249;3102;14.125000
4491697;3103;14.125000
4493145;3104;14.250000
4494593;3105;14.250000
4496041;3106;14.250000
4497489;3107;14.250000
4498937;3108;14.250000
4500385;3109;14.250000
4501833;3110;14.250000
4503281;3111;14.250000
4504729;3112;14.250000
4506177;3113;14.250000
4507625;3114;14.250000
4509073;3115;14.250000
4510521;3116;14.250000
4511969;3117;14.250000
4513417;3118;14.250000
4514865;3119;0
4516313;3120;0
4517761;3121;0
4519209;3122;0
4520657;3123;0
4522105;3124;14.250000
4523553;3125;14.250000
4525001;3126;14.250000
4526449;3127;14.250000
4527897;3128;14.125000
4529345;3129;14.125000
4530793;3130;14.125000
4532241;3131;14.125000
4533689;3132;14.125000
4535137;3133;14.125000
4536585;3134;14.125000
4538033;3135;14.125000
4539481;3136;14.125000
4540929;3137;14.125000
4542377;3138;14.125000
4543825;3139;14.125000
4545273;3140;14.125000
4546721;3141;14.125000
4548169;3142;14.125000
4549617;3143;14.250000
4551065;3144;14.250000
4552513;3145;14.250000
4553961;3146;14.250000
4555409;3147;14.250000
4556857;3148;14.250000
4558305;3149;14.125000
4559753;3150;14.125000
4561201;3151;14.125000
4562649;3152;14.125000
4564097;3153;14.125000
4565545;3154;14.125000
4566993;3155;14.125000
4568441;3156;14.125000
4569889;3157;14.125000
4571337;3158;14.250000
4572785;3159;14.250000
4574233;3160;14.250000
4575681;3161;14.250000
4577129;3162;14.250000
4578577;3163;14.250000
4580025;3164;14.750000
4581473;3165;14.750000
4582921;3166;14.750000
4584369;3167;14.250000
4585817;3168;14.250000
4587265;3169;14.250000
4588713;3170;14.250000
4590161;3171;14.250000
4591609;3172;14.250000
4593057;3173;14.125000
4594505;3174;14.125000
4595953;3175;14.125000
4597401;3176;14.250000
4598849;3177;14.250000
4600297;3178;14.250000
4601745;3179;14.250000
4603193;3180;14.250000
4604641;3181;14.250000
4606089;3182;14.125000
4607537;3183;14.125000
4608985;3184;14.125000
4610433;3185;14.250000
4611881;3186;14.250000
4613329;3187;14.250000
4614777;3188;14.125000
4616225;3189;14.125000
4617673;3190;14.125000
4619121;3191;14.125000
4620569;3192;14.125000
4622017;3193;14.125000
4623465;3194;14.250000
4624913;3195;14.250000
4626361;3196;14.250000
4627809;3197;14.250000
4629257;3198;14.250000
4630705;3199;14.250000
4632153;3200;0
4633601;3201;0
4635049;3202;0
4636497;3203;0
4637945;3204;0
4639393;3205;14.250000
4640841;3206;14.125000
4642289;3207;14.125000
4643737;3208;14.125000
4645185;3209;14.250000
4646633;3210;14.250000
4648081;3211;14.250000
4649529;3212;14.125000
4650977;3213;14.125000
4652425;3214;14.125000
4653873;3215;14.250000
4655321;3216;14.250000
4656769;3217;14.250000
4658217;3218;14.250000
4659665;3219;14.250000
4661113;3220;14.250000
4662561;3221;14.250000
4664009;3222;14.250000
4665457;3223;14.250000
4666905;3224;14.250000
4668353;3225;14.250000
4669801;3226;14.250000
4671249;3227;14.250000
4672697;3228;14.250000
4674145;3229;14.250000
4675593;3230;14.250000
4677041;3231;14.250000
4678489;3232;14.250000
4679937;3233;14.125000
4681385;3234;14.125000
4682833;3235;14.125000
4684281;3236;14.250000
4685729;3237;14.250000
4687177;3238;14.250000
4688625;3239;14.125000
4690073;3240;14.125000
4691521;3241;14.125000
4692969;3242;14.250000
4694417;3243;14.250000
4695865;3244;14.250000
4697313;3245;14.250000
4698761;3246;14.250000
4700209;3247;14.250000
4701657;3248;14.250000
4703105;3249;14.250000
4704553;3250;14.250000
4706001;3251;14.125000
4707449;3252;14.125000
4708897;3253;14.125000
4710345;3254;14.250000
4711793;3255;14.250000
4713241;3256;14.250000
4714689;3257;14.125000
4716137;3258;14.125000
4717585;3259;14.125000
4719033;3260;14.125000
4720481;3261;14.125000
4721929;3262;14.125000
4723377;3263;14.250000
4724825;3264;14.250000
4726273;3265;14.250000
4727721;3266;14.250000
4729169;3267;14.250000
4730617;3268;14.250000
4732065;3269;14.250000
4733513;3270;14.250000
4734961;3271;14.250000
4736409;3272;14.250000
4737857;3273;14.250000
4739305;3274;14.250000
4740753;3275;0
4742201;3276;0
4743649;3277;0
4745097;3278;0
4746545;3279;0
4747993;3280;14.250000
4749441;3281;14.250000
4750889;3282;14.250000
4752337;3283;14.250000
4753785;3284;14.125000
4755233;3285;14.125000
4756681;3286;14.125000
4758129;3287;14.250000
4759577;3288;14.250000
4761025;3289;14.250000
4762473;3290;14.125000
4763921;3291;14.125000
4765369;3292;14.125000
4766817;3293;14.250000
4768265;3294;14.250000
4769713;3295;14.250000
4771161;3296;14.250000
4772609;3297;14.250000
4774057;3298;14.250000
4775505;3299;14.125000
4776953;3300;14.125000
4778401;3301;14.125000
4779849;3302;14.125000
4781297;3303;14.125000
4782745;3304;14.125000
4784193;3305;14.125000
4785641;3306;14.125000
4787089;3307;14.125000
4788537;3308;14.125000
4789985;3309;14.125000
4791433;3310;14.125000
4792881;3311;14.250000
4794329;3312;14.250000
4795777;3313;14.250000
4797225;3314;14.375000
4798673;3315;14.375000
4800121;3316;14.375000
4801569;3317;14.125000
4803017;3318;14.125000
4804465;3319;14.125000
4805913;3320;14.250000
4807361;3321;14.250000
4808809;3322;14.250000
4810257;3323;14.250000
4811705;3324;14.250000
4813153;3325;14.250000
4814601;3326;14.250000
4816049;3327;14.250000
4817497;3328;14.250000
4818945;3329;14.125000
4820393;3330;14.125000
4821841;3331;14.125000
4823289;3332;14.125000
4824737;3333;14.125000
4826185;3334;14.125000
4827633;3335;13.625000
4829081;3336;13.625000
4830529;3337;13.625000
4831977;3338;14.125000
4833425;3339;14.125000
4834873;3340;14.125000
4836321;3341;14.250000
4837769;3342;14.250000
4839217;3343;14.250000
4840665;3344;14.250000
4842113;3345;14.250000
4843561;3346;14.250000
4845009;3347;14.250000
4846457;3348;14.250000
4847905;3349;14.250000
4849353;3350;14.375000
4850801;3351;14.375000
4852249;3352;14.375000
4853697;3353;14.250000
4855145;3354;14.250000
4856593;3355;14.250000
4858041;3356;0
4859489;3357;0
4860937;3358;0
4862385;3359;0
4863833;3360;0
4865281;3361;14.250000
4866729;3362;14.250000
4868177;3363;14.250000
4869625;3364;14.250000
4871073;3365;14.125000
4872521;3366;14.125000
4873969;3367;14.125000
4875417;3368;14.125000
4876865;3369;14.125000
4878313;3370;14.125000
4879761;3371;14.250000
4881209;3372;14.250000
4882657;3373;14.250000
4884105;3374;14.250000
4885553;3375;14.250000
4887001;3376;14.250000
4888449;3377;14.250000
4889897;3378;14.250000
4891345;3379;14.250000
4892793;3380;14.125000
4894241;3381;14.125000
4895689;3382;14.125000
4897137;3383;14.125000
4898585;3384;14.125000
4900033;3385;14.125000
4901481;3386;14.250000
4902929;3387;14.250000
4904377;3388;14.250000
4905825;3389;14.241000
4907273;3390;14.241000
4908721;3391;14.241000
4910169;3392;14.259000
4911617;3393;14.259000
4913065;3394;14.259000
4914513;3395;14.250000
4915961;3396;14.250000
4917409;3397;14.250000
4918857;3398;14.125000
4920305;3399;14.125000
4921753;3400;14.125000
4923201;3401;14.250000
4924649;3402;14.250000
4926097;3403;14.250000
4927545;3404;14.250000
4928993;3405;14.250000
4930441;3406;14.250000
4931889;3407;14.125000
4933337;3408;14.125000
4934785;3409;14.125000
4936233;3410;14.250000
4937681;3411;14.250000
4939129;3412;14.250000
4940577;3413;14.125000
4942025;3414;14.125000
4943473;3415;14.125000
4944921;3416;14.125000
4946369;3417;14.125000
4947817;3418;14.125000
4949265;3419;14.250000
4950713;3420;14.250000
4952161;3421;14.250000
4953609;3422;14.250000
4955057;3423;14.250000
4956505;3424;14.250000
4957953;3425;14.250000
4959401;3426;14.250000
4960849;3427;14.250000
4962297;3428;14.250000
4963745;3429;14.250000
4965193;3430;14.250000
4966641;3431;14.125000
4968089;3432;14.125000
4969537;3433;14.125000
4970985;3434;14.125000
4972433;3435;14.125000
4973881;3436;14.125000
4975329;3437;0
4976777;3438;0
4978225;3439;0
4979673;3440;0
4981121;3441;0
4982569;3442;14.250000
4984017;3443;14.125000
4985465;3444;14.125000
4986913;3445;14.125000
4988361;3446;14.125000
4989809;3447;14.125000
4991257;3448;14.125000
4992705;3449;14.250000
4994153;3450;14.250000
4995601;3451;14.250000
4997049;3452;14.125000
4998497;3453;14.125000
4999945;3454;14.125000
5001393;3455;14.250000
5002841;3456;14.250000
5004289;3457;14.250000
5005737;3458;14.250000
5007185;3459;14.250000
5008633;3460;14.250000
5010081;3461;14.250000
5011529;3462;14.250000
5012977;3463;14.250000
5014425;3464;14.125000
5015873;3465;14.125000
5017321;3466;14.125000
5018769;3467;14.250000
5020217;3468;14.250000
5021665;3469;14.250000
5023113;3470;14.250000
5024561;3471;14.250000
5026009;3472;14.250000
5027457;3473;14.250000
5028905;3474;14.250000
5030353;3475;14.250000
5031801;3476;14.375000
5033249;3477;14.375000
5034697;3478;14.375000
5036145;3479;14.250000
5037593;3480;14.250000
5039041;3481;14.250000
5040489;3482;14.250000
5041937;3483;14.250000
5043385;3484;14.250000
5044833;3485;14.250000
5046281;3486;14.250000
5047729;3487;14.250000
5049177;3488;14.125000
5050625;3489;14.125000
5052073;3490;14.125000
5053521;3491;14.250000
5054969;3492;14.250000
5056417;3493;14.250000
5057865;3494;14.250000
5059313;3495;14.250000
5060761;3496;14.250000
5062209;3497;14.125000
5063657;3498;14.125000
5065105;3499;14.125000
5066553;3500;14.250000
5068001;3501;14.250000
5069449;3502;14.250000
5070897;3503;14.241000
5072345;3504;14.241000
5073793;3505;14.241000
5075241;3506;14.259000
5076689;3507;14.259000
5078137;3508;14.259000
5079585;3509;14.250000
5081033;3510;14.250000
5082481;3511;14.250000
5083929;3512;14.125000
5085377;3513;14.125000
5086825;3514;14.125000
5088273;3515;14.250000
5089721;3516;14.250000
5091169;3517;14.250000
5092617;3518;0
5094065;3519;0
5095513;3520;0
5096961;3521;0
5098409;3522;0
5099857;3523;14.250000
5101305;3524;14.250000
5102753;3525;14.250000
5104201;3526;14.250000
5105649;3527;14.125000
5107097;3528;14.125000
5108545;3529;14.125000
5109993;3530;14.125000
5111441;3531;14.125000
5112889;3532;14.125000
5114337;3533;14.250000
5115785;3534;14.250000
5117233;3535;14.250000
5118681;3536;14.250000
5120129;3537;14.250000
5121577;3538;14.250000
5123025;3539;14.250000
5124473;3540;14.250000
5125921;3541;14.250000
5127369;3542;14.125000
5128817;3543;14.125000
5130265;3544;14.125000
5131713;3545;14.125000
5133161;3546;14.125000
5134609;3547;14.125000
5136057;3548;14.125000
5137505;3549;14.125000
5138953;3550;14.125000
5140401;3551;14.250000
5141849;3552;14.250000
5143297;3553;14.250000
5144745;3554;14.250000
5146193;3555;14.250000
5147641;3556;14.250000
5149089;3557;14.250000
5150537;3558;14.250000
5151985;3559;14.250000
5153433;3560;14.250000
5154881;3561;14.250000
5156329;3562;14.250000
5157777;3563;14.125000
5159225;3564;14.125000
5160673;3565;14.125000
5162121;3566;14.250000
5163569;3567;14.250000
5165017;3568;14.250000
5166465;3569;14.250000
5167913;3570;14.250000
5169361;3571;14.250000
5170809;3572;14.250000
5172257;3573;14.250000
5173705;3574;14.250000
5175153;3575;14.250000
5176601;3576;14.250000
5178049;3577;14.250000
5179497;3578;14.750000
5180945;3579;14.750000
5182393;3580;14.750000
5183841;3581;14.241000
5185289;3582;14.241000
5186737;3583;14.241000
5188185;3584;14.134000
5189633;3585;14.134000
5191081;3586;14.134000
5192529;3587;14.125000
5193977;3588;14.125000
5195425;3589;14.125000
5196873;3590;0
5198321;3591;0
5199769;3592;0
5201217;3593;0
5202665;3594;0
5204113;3595;14.125000
5205561;3596;14.250000
5207009;3597;14.250000
5208457;3598;14.250000
5209905;3599;14.125000
5211353;3600;14.125000
5212801;3601;14.125000
5214249;3602;14.125000
5215697;3603;14.125000
5217145;3604;14.125000
5218593;3605;14.125000
5220041;3606;14.125000
5221489;3607;14.125000
5222937;3608;14.125000
5224385;3609;14.125000
5225833;3610;14.125000
5227281;3611;14.250000
5228729;3612;14.250000
5230177;3613;14.250000
5231625;3614;14.250000
5233073;3615;14.250000
5234521;3616;14.250000
5235969;3617;14.116000
5237417;3618;14.116000
5238865;3619;14.116000
5240313;3620;14.259000
5241761;3621;14.259000
5243209;3622;14.259000
5244657;3623;14.125000
5246105;3624;14.125000
5247553;3625;14.125000
5249001;3626;14.250000
5250449;3627;14.250000
5251897;3628;14.250000
5253345;3629;14.250000
5254793;3630;14.250000
5256241;3631;14.250000
5257689;3632;14.250000
5259137;3633;14.250000
5260585;3634;14.250000
5262033;3635;14.250000
5263481;3636;14.250000
5264929;3637;14.250000
5266377;3638;14.250000
5267825;3639;14.250000
5269273;3640;14.250000
5270721;3641;14.125000
5272169;3642;14.125000
5273617;3643;14.125000
5275065;3644;14.125000
5276513;3645;14.125000
5277961;3646;14.125000
5279409;3647;14.250000
5280857;3648;14.250000
5282305;3649;14.250000
5283753;3650;14.250000
5285201;3651;14.250000
5286649;3652;14.250000
5288097;3653;14.125000
5289545;3654;14.125000
5290993;3655;14.125000
5292441;3656;14.125000
5293889;3657;14.125000
5295337;3658;14.125000
5296785;3659;14.125000
5298233;3660;14.125000
5299681;3661;14.125000
5301129;3662;14.125000
5302577;3663;14.125000
5304025;3664;14.125000
5305473;3665;14.125000
5306921;3666;14.125000
5308369;3667;14.125000
5309817;3668;14.250000
5311265;3669;14.250000
5312713;3670;14.250000
5314161;3671;0
5315609;3672;0
5317057;3673;0
5318505;3674;0
5319953;3675;0
5321401;3676;14.250000
5322849;3677;14.250000
5324297;3678;14.250000
5325745;3679;14.250000
5327193;3680;14.250000
5328641;3681;14.250000
5330089;3682;14.250000
5331537;3683;14.250000
5332985;3684;14.250000
5334433;3685;14.250000
5335881;3686;14.250000
5337329;3687;14.250000
5338777;3688;14.250000
5340225;3689;14.250000
5341673;3690;14.250000
5343121;3691;14.250000
5344569;3692;14.250000
5346017;3693;14.250000
5347465;3694;14.250000
5348913;3695;14.125000
5350361;3696;14.125000
5351809;3697;14.125000
5353257;3698;14.125000
5354705;3699;14.125000
5356153;3700;14.125000
5357601;3701;14.250000
5359049;3702;14.250000
5360497;3703;14.250000
5361945;3704;14.250000
5363393;3705;14.250000
