Sequence number;Packet Number;RTT [ms]
1938873;1340;14.250000
1940321;1341;14.250000
1941769;1342;14.250000
1943217;1343;14.125000
1944665;1344;14.125000
1946113;1345;14.125000
1947561;1346;14.250000
1949009;1347;14.250000
1950457;1348;14.250000
1951905;1349;14.125000
1953353;1350;14.125000
1954801;1351;14.125000
1956249;1352;14.250000
1957697;1353;14.250000
1959145;1354;14.250000
1960593;1355;14.250000
1962041;1356;14.250000
1963489;1357;14.250000
1964937;1358;14.125000
1966385;1359;14.125000
1967833;1360;14.125000
1969281;1361;14.250000
1970729;1362;14.250000
1972177;1363;14.250000
1973625;1364;14.250000
1975073;1365;14.250000
1976521;1366;14.250000
1977969;1367;14.250000
1979417;1368;14.250000
1980865;1369;14.250000
1982313;1370;14.250000
1983761;1371;14.250000
1985209;1372;14.250000
1986657;1373;0
1988105;1374;0
1989553;1375;0
1991001;1376;0
1992449;1377;0
1993897;1378;14.250000
1995345;1379;14.250000
1996793;1380;14.250000
1998241;1381;14.250000
1999689;1382;14.250000
2001137;1383;14.250000
2002585;1384;14.250000
2004033;1385;14.125000
2005481;1386;14.125000
2006929;1387;14.125000
2008377;1388;14.250000
2009825;1389;14.250000
2011273;1390;14.250000
2012721;1391;14.250000
2014169;1392;14.250000
2015617;1393;14.250000
2017065;1394;14.125000
2018513;1395;14.125000
2019961;1396;14.125000
2021409;1397;14.250000
2022857;1398;14.250000
2024305;1399;14.250000
2025753;1400;14.125000
2027201;1401;14.125000
2028649;1402;14.125000
2030097;1403;14.125000
2031545;1404;14.125000
2032993;1405;14.125000
2034441;1406;14.125000
2035889;1407;14.125000
2037337;1408;14.125000
2038785;1409;14.250000
2040233;1410;14.250000
2041681;1411;14.250000
2043129;1412;14.116000
2044577;1413;14.116000
2046025;1414;14.116000
2047473;1415;14.134000
2048921;1416;14.134000
2050369;1417;14.134000
2051817;1418;14.250000
2053265;1419;14.250000
2054713;1420;14.250000
2056161;1421;14.250000
2057609;1422;14.250000
2059057;1423;14.250000
2060505;1424;14.125000
2061953;1425;14.125000
2063401;1426;14.125000
2064849;1427;14.250000
2066297;1428;14.250000
2067745;1429;14.250000
2069193;1430;14.250000
2070641;1431;14.250000
2072089;1432;14.250000
2073537;1433;14.250000
2074985;1434;14.250000
2076433;1435;14.250000
2077881;1436;14.125000
2079329;1437;14.125000
2080777;1438;14.125000
2082225;1439;14.125000
2083673;1440;14.125000
2085121;1441;14.125000
2086569;1442;14.250000
2088017;1443;14.250000
2089465;1444;14.250000
2090913;1445;14.125000
2092361;1446;14.125000
2093809;1447;14.125000
2095257;1448;14.125000
2096705;1449;14.125000
2098153;1450;14.125000
2099601;1451;14.375000
2101049;1452;14.375000
2102497;1453;14.375000
2103945;1454;0
2105393;1455;0
2106841;1456;0
2108289;1457;0
2109737;1458;0
2111185;1459;14.125000
2112633;1460;14.250000
2114081;1461;14.250000
2115529;1462;14.250000
2116977;1463;14.250000
2118425;1464;14.250000
2119873;1465;14.250000
2121321;1466;14.250000
2122769;1467;14.250000
2124217;1468;14.250000
2125665;1469;14.125000
2127113;1470;14.125000
2128561;1471;14.125000
2130009;1472;14.250000
2131457;1473;14.250000
2132905;1474;14.250000
2134353;1475;14.250000
2135801;1476;14.250000
2137249;1477;14.250000
2138697;1478;14.250000
2140145;1479;14.250000
2141593;1480;14.250000
2143041;1481;14.250000
2144489;1482;14.250000
2145937;1483;14.250000
2147385;1484;14.250000
2148833;1485;14.250000
2150281;1486;14.250000
2151729;1487;14.125000
2153177;1488;14.125000
2154625;1489;14.125000
2156073;1490;14.250000
2157521;1491;14.250000
2158969;1492;14.250000
2160417;1493;14.125000
2161865;1494;14.125000
2163313;1495;14.125000
2164761;1496;14.125000
2166209;1497;14.125000
2167657;1498;14.125000
2169105;1499;14.250000
2170553;1500;14.250000
2172001;1501;14.250000
2173449;1502;14.125000
2174897;1503;14.125000
2176345;1504;14.125000
2177793;1505;14.250000
2179241;1506;14.250000
2180689;1507;14.250000
2182137;1508;14.250000
2183585;1509;14.250000
2185033;1510;14.250000
2186481;1511;14.250000
2187929;1512;14.250000
2189377;1513;14.250000
2190825;1514;14.250000
2192273;1515;14.250000
2193721;1516;14.250000
2195169;1517;14.125000
2196617;1518;14.125000
2198065;1519;14.125000
2199513;1520;14.250000
2200961;1521;14.250000
2202409;1522;14.250000
2203857;1523;14.250000
2205305;1524;14.250000
2206753;1525;14.250000
2208201;1526;14.241000
2209649;1527;14.241000
2211097;1528;14.241000
2212545;1529;14.259000
2213993;1530;14.259000
2215441;1531;14.259000
2216889;1532;14.250000
2218337;1533;14.250000
2219785;1534;14.250000
2221233;1535;0
2222681;1536;0
2224129;1537;0
2225577;1538;0
2227025;1539;0
2228473;1540;14.125000
2229921;1541;14.250000
2231369;1542;14.250000
2232817;1543;14.250000
2234265;1544;14.125000
2235713;1545;14.125000
2237161;1546;14.125000
2238609;1547;14.250000
2240057;1548;14.250000
2241505;1549;14.250000
2242953;1550;14.250000
2244401;1551;14.250000
2245849;1552;14.250000
2247297;1553;14.250000
2248745;1554;14.250000
2250193;1555;14.250000
2251641;1556;14.250000
2253089;1557;14.250000
2254537;1558;14.250000
2255985;1559;14.125000
2257433;1560;14.125000
2258881;1561;14.125000
2260329;1562;14.250000
2261777;1563;14.250000
2263225;1564;14.250000
2264673;1565;14.250000
2266121;1566;14.250000
2267569;1567;14.250000
2269017;1568;14.375000
2270465;1569;14.375000
2271913;1570;14.375000
2273361;1571;14.250000
2274809;1572;14.250000
2276257;1573;14.250000
2277705;1574;14.250000
2279153;1575;14.250000
2280601;1576;14.250000
2282049;1577;14.250000
2283497;1578;14.250000
2284945;1579;14.250000
2286393;1580;14.250000
2287841;1581;14.250000
2289289;1582;14.250000
2290737;1583;14.250000
2292185;1584;14.250000
2293633;1585;14.250000
2295081;1586;14.250000
2296529;1587;14.250000
2297977;1588;14.250000
2299425;1589;14.125000
2300873;1590;14.125000
2302321;1591;14.125000
2303769;1592;14.250000
2305217;1593;14.250000
2306665;1594;14.250000
2308113;1595;14.125000
2309561;1596;14.125000
2311009;1597;14.125000
2312457;1598;14.125000
2313905;1599;14.125000
2315353;1600;14.125000
2316801;1601;14.125000
2318249;1602;14.125000
2319697;1603;14.125000
2321145;1604;14.125000
2322593;1605;14.125000
2324041;1606;14.125000
2325489;1607;14.125000
2326937;1608;14.125000
2328385;1609;14.125000
2329833;1610;14.125000
2331281;1611;14.125000
2332729;1612;14.125000
2334177;1613;14.250000
2335625;1614;14.250000
2337073;1615;14.250000
2338521;1616;0
2339969;1617;0
2341417;1618;0
2342865;1619;0
2344313;1620;0
2345761;1621;13.500000
2347209;1622;14.125000
2348657;1623;14.125000
2350105;1624;14.125000
2351553;1625;14.250000
2353001;1626;14.250000
2354449;1627;14.250000
2355897;1628;14.125000
2357345;1629;14.125000
2358793;1630;14.125000
2360241;1631;14.250000
2361689;1632;14.250000
2363137;1633;14.250000
2364585;1634;14.250000
2366033;1635;14.250000
2367481;1636;14.250000
2368929;1637;14.250000
2370377;1638;14.250000
2371825;1639;14.250000
2373273;1640;14.250000
2374721;1641;14.250000
2376169;1642;14.250000
2377617;1643;14.250000
2379065;1644;14.250000
2380513;1645;14.250000
2381961;1646;14.250000
2383409;1647;14.250000
2384857;1648;14.250000
2386305;1649;14.250000
2387753;1650;14.250000
2389201;1651;14.250000
2390649;1652;14.250000
2392097;1653;14.250000
2393545;1654;14.250000
2394993;1655;14.250000
2396441;1656;14.250000
2397889;1657;14.250000
2399337;1658;14.125000
2400785;1659;14.125000
2402233;1660;14.125000
2403681;1661;14.250000
2405129;1662;14.250000
2406577;1663;14.250000
2408025;1664;14.250000
2409473;1665;14.250000
2410921;1666;14.250000
2412369;1667;14.125000
2413817;1668;14.125000
2415265;1669;14.125000
2416713;1670;14.250000
2418161;1671;14.250000
2419609;1672;14.250000
2421057;1673;14.250000
2422505;1674;14.250000
2423953;1675;14.250000
2425401;1676;14.125000
2426849;1677;14.125000
2428297;1678;14.125000
2429745;1679;14.125000
2431193;1680;14.125000
2432641;1681;14.125000
2434089;1682;14.125000
2435537;1683;14.125000
2436985;1684;14.125000
2438433;1685;14.250000
2439881;1686;14.250000
2441329;1687;14.250000
2442777;1688;0
2444225;1689;0
2445673;1690;0
2447121;1691;0
2448569;1692;0
2450017;1693;14.250000
2451465;1694;14.125000
2452913;1695;14.125000
2454361;1696;14.125000
2455809;1697;14.250000
2457257;1698;14.250000
2458705;1699;14.250000
2460153;1700;14.250000
2461601;1701;14.250000
2463049;1702;14.250000
2464497;1703;14.250000
2465945;1704;14.250000
2467393;1705;14.250000
2468841;1706;14.250000
2470289;1707;14.250000
2471737;1708;14.250000
2473185;1709;14.250000
2474633;1710;14.250000
2476081;1711;14.250000
2477529;1712;14.125000
2478977;1713;14.125000
2480425;1714;14.125000
2481873;1715;14.250000
2483321;1716;14.250000
2484769;1717;14.250000
2486217;1718;14.125000
2487665;1719;14.125000
2489113;1720;14.125000
2490561;1721;14.125000
2492009;1722;14.125000
2493457;1723;14.125000
2494905;1724;14.125000
2496353;1725;14.125000
2497801;1726;14.125000
2499249;1727;14.250000
2500697;1728;14.250000
2502145;1729;14.250000
2503593;1730;14.250000
2505041;1731;14.250000
2506489;1732;14.250000
2507937;1733;14.250000
2509385;1734;14.250000
2510833;1735;14.250000
2512281;1736;14.250000
2513729;1737;14.250000
2515177;1738;14.250000
2516625;1739;14.250000
2518073;1740;14.250000
2519521;1741;14.250000
2520969;1742;14.125000
2522417;1743;14.125000
2523865;1744;14.125000
2525313;1745;14.125000
2526761;1746;14.125000
2528209;1747;14.125000
2529657;1748;14.125000
2531105;1749;14.125000
2532553;1750;14.125000
2534001;1751;14.250000
2535449;1752;14.250000
2536897;1753;14.250000
2538345;1754;14.125000
2539793;1755;14.125000
2541241;1756;14.125000
2542689;1757;14.250000
2544137;1758;14.250000
2545585;1759;14.250000
2547033;1760;14.250000
2548481;1761;14.250000
2549929;1762;14.250000
2551377;1763;14.125000
2552825;1764;14.125000
2554273;1765;14.125000
2555721;1766;14.125000
2557169;1767;14.125000
2558617;1768;14.125000
2560065;1769;0
2561513;1770;0
2562961;1771;0
2564409;1772;0
2565857;1773;0
2567305;1774;14.250000
2568753;1775;14.250000
2570201;1776;14.250000
2571649;1777;14.250000
2573097;1778;14.250000
2574545;1779;14.250000
2575993;1780;14.250000
2577441;1781;14.125000
2578889;1782;14.125000
2580337;1783;14.125000
2581785;1784;14.250000
2583233;1785;14.250000
2584681;1786;14.250000
2586129;1787;14.250000
2587577;1788;14.250000
2589025;1789;14.250000
2590473;1790;14.125000
2591921;1791;14.125000
2593369;1792;14.125000
2594817;1793;14.125000
2596265;1794;14.125000
2597713;1795;14.125000
2599161;1796;13.625000
2600609;1797;13.625000
2602057;1798;13.625000
2603505;1799;14.250000
2604953;1800;14.250000
2606401;1801;14.250000
2607849;1802;14.250000
2609297;1803;14.250000
2610745;1804;14.250000
2612193;1805;14.250000
2613641;1806;14.250000
2615089;1807;14.250000
2616537;1808;14.125000
2617985;1809;14.125000
2619433;1810;14.125000
2620881;1811;14.250000
2622329;1812;14.250000
2623777;1813;14.250000
2625225;1814;14.125000
2626673;1815;14.125000
2628121;1816;14.125000
2629569;1817;14.250000
2631017;1818;14.250000
2632465;1819;14.250000
2633913;1820;14.250000
2635361;1821;14.250000
2636809;1822;14.250000
2638257;1823;14.375000
2639705;1824;14.375000
2641153;1825;14.375000
2642601;1826;14.250000
2644049;1827;14.250000
2645497;1828;14.250000
2646945;1829;14.250000
2648393;1830;14.250000
2649841;1831;14.250000
2651289;1832;14.250000
2652737;1833;14.250000
2654185;1834;14.250000
2655633;1835;14.125000
2657081;1836;14.125000
2658529;1837;14.125000
2659977;1838;14.125000
2661425;1839;14.125000
2662873;1840;14.125000
2664321;1841;14.250000
2665769;1842;14.250000
2667217;1843;14.250000
2668665;1844;14.125000
2670113;1845;14.125000
2671561;1846;14.125000
2673009;1847;14.750000
2674457;1848;14.750000
2675905;1849;14.750000
2677353;1850;0
2678801;1851;0
2680249;1852;0
2681697;1853;0
2683145;1854;0
2684593;1855;14.250000
2686041;1856;14.250000
2687489;1857;14.250000
2688937;1858;14.250000
2690385;1859;14.125000
2691833;1860;14.125000
2693281;1861;14.125000
2694729;1862;14.250000
2696177;1863;14.250000
2697625;1864;14.250000
2699073;1865;14.250000
2700521;1866;14.250000
2701969;1867;14.250000
2703417;1868;14.250000
2704865;1869;14.250000
2706313;1870;14.250000
2707761;1871;14.250000
2709209;1872;14.250000
2710657;1873;14.250000
2712105;1874;14.125000
2713553;1875;14.125000
2715001;1876;14.125000
2716449;1877;14.250000
2717897;1878;14.250000
2719345;1879;14.250000
2720793;1880;14.250000
2722241;1881;14.250000
2723689;1882;14.250000
2725137;1883;14.241000
2726585;1884;14.241000
2728033;1885;14.241000
2729481;1886;14.259000
2730929;1887;14.259000
2732377;1888;14.259000
2733825;1889;14.250000
2735273;1890;14.250000
2736721;1891;14.250000
2738169;1892;14.250000
2739617;1893;14.250000
2741065;1894;14.250000
2742513;1895;14.125000
2743961;1896;14.125000
2745409;1897;14.125000
2746857;1898;14.125000
2748305;1899;14.125000
2749753;1900;14.125000
2751201;1901;14.250000
2752649;1902;14.250000
2754097;1903;14.250000
2755545;1904;14.250000
2756993;1905;14.250000
2758441;1906;14.250000
2759889;1907;14.125000
2761337;1908;14.125000
2762785;1909;14.125000
2764233;1910;14.125000
2765681;1911;14.125000
2767129;1912;14.125000
2768577;1913;14.250000
2770025;1914;14.250000
2771473;1915;14.250000
2772921;1916;14.250000
2774369;1917;14.250000
2775817;1918;14.250000
2777265;1919;14.125000
2778713;1920;14.125000
2780161;1921;14.125000
2781609;1922;14.250000
2783057;1923;14.250000
2784505;1924;14.250000
2785953;1925;14.125000
2787401;1926;14.125000
2788849;1927;14.125000
2790297;1928;14.125000
2791745;1929;14.125000
2793193;1930;14.125000
2794641;1931;0
2796089;1932;0
2797537;1933;0
2798985;1934;0
2800433;1935;0
2801881;1936;14.125000
2803329;1937;14.250000
2804777;1938;14.250000
2806225;1939;14.250000
2807673;1940;14.250000
2809121;1941;14.250000
2810569;1942;14.250000
2812017;1943;14.250000
2813465;1944;14.250000
2814913;1945;14.250000
2816361;1946;14.250000
2817809;1947;14.250000
2819257;1948;14.250000
2820705;1949;14.750000
2822153;1950;14.750000
2823601;1951;14.750000
2825049;1952;14.125000
2826497;1953;14.125000
2827945;1954;14.125000
2829393;1955;14.125000
2830841;1956;14.125000
2832289;1957;14.125000
2833737;1958;14.125000
2835185;1959;14.125000
2836633;1960;14.125000
2838081;1961;14.250000
2839529;1962;14.250000
2840977;1963;14.250000
2842425;1964;14.125000
2843873;1965;14.125000
2845321;1966;14.125000
2846769;1967;14.250000
2848217;1968;14.250000
2849665;1969;14.250000
2851113;1970;14.250000
2852561;1971;14.250000
2854009;1972;14.250000
2855457;1973;14.125000
2856905;1974;14.125000
2858353;1975;14.125000
2859801;1976;14.250000
2861249;1977;14.250000
2862697;1978;14.250000
2864145;1979;14.250000
2865593;1980;14.250000
2867041;1981;14.250000
2868489;1982;14.250000
2869937;1983;14.250000
2871385;1984;14.250000
2872833;1985;14.125000
2874281;1986;14.125000
2875729;1987;14.125000
2877177;1988;14.250000
2878625;1989;14.250000
2880073;1990;14.250000
2881521;1991;14.250000
2882969;1992;14.250000
2884417;1993;14.250000
2885865;1994;14.250000
2887313;1995;14.250000
2888761;1996;14.250000
2890209;1997;14.250000
2891657;1998;14.250000
2893105;1999;14.250000
2894553;2000;14.125000
2896001;2001;14.125000
2897449;2002;14.125000
2898897;2003;14.125000
2900345;2004;14.125000
2901793;2005;14.125000
2903241;2006;0
2904689;2007;0
2906137;2008;0
2907585;2009;0
2909033;2010;0
2910481;2011;14.125000
2911929;2012;14.125000
2913377;2013;14.125000
2914825;2014;14.125000
2916273;2015;14.125000
2917721;2016;14.125000
2919169;2017;14.125000
2920617;2018;14.250000
2922065;2019;14.250000
2923513;2020;14.250000
2924961;2021;14.125000
2926409;2022;14.125000
2927857;2023;14.125000
2929305;2024;14.250000
2930753;2025;14.250000
2932201;2026;14.250000
2933649;2027;14.375000
2935097;2028;14.375000
2936545;2029;14.375000
2937993;2030;14.125000
2939441;2031;14.125000
2940889;2032;14.125000
2942337;2033;14.250000
2943785;2034;14.250000
2945233;2035;14.250000
2946681;2036;14.250000
2948129;2037;14.250000
2949577;2038;14.250000
2951025;2039;14.125000
2952473;2040;14.125000
2953921;2041;14.125000
2955369;2042;14.250000
2956817;2043;14.250000
2958265;2044;14.250000
2959713;2045;14.125000
2961161;2046;14.125000
2962609;2047;14.125000
2964057;2048;14.250000
2965505;2049;14.250000
2966953;2050;14.250000
2968401;2051;14.250000
2969849;2052;14.250000
2971297;2053;14.250000
2972745;2054;14.125000
2974193;2055;14.125000
2975641;2056;14.125000
2977089;2057;14.250000
2978537;2058;14.250000
2979985;2059;14.250000
2981433;2060;14.250000
2982881;2061;14.250000
2984329;2062;14.250000
2985777;2063;14.250000
2987225;2064;14.250000
2988673;2065;14.250000
2990121;2066;14.125000
2991569;2067;14.125000
2993017;2068;14.125000
2994465;2069;14.125000
2995913;2070;14.125000
2997361;2071;14.125000
2998809;2072;14.250000
3000257;2073;14.250000
3001705;2074;14.250000
3003153;2075;14.125000
3004601;2076;14.125000
3006049;2077;14.125000
3007497;2078;14.250000
3008945;2079;14.250000
3010393;2080;14.250000
3011841;2081;14.250000
3013289;2082;14.250000
3014737;2083;14.250000
3016185;2084;14.125000
3017633;2085;14.125000
3019081;2086;14.125000
3020529;2087;0
3021977;2088;0
3023425;2089;0
3024873;2090;0
3026321;2091;0
3027769;2092;14.125000
3029217;2093;14.250000
3030665;2094;14.250000
3032113;2095;14.250000
3033561;2096;14.125000
3035009;2097;14.125000
3036457;2098;14.125000
3037905;2099;14.250000
3039353;2100;14.250000
3040801;2101;14.250000
3042249;2102;14.125000
3043697;2103;14.125000
3045145;2104;14.125000
3046593;2105;14.250000
3048041;2106;14.250000
3049489;2107;14.250000
3050937;2108;14.250000
3052385;2109;14.250000
3053833;2110;14.250000
3055281;2111;14.250000
3056729;2112;14.250000
3058177;2113;14.250000
3059625;2114;14.125000
3061073;2115;14.125000
3062521;2116;14.125000
3063969;2117;14.125000
3065417;2118;14.125000
3066865;2119;14.125000
3068313;2120;14.125000
3069761;2121;14.125000
3071209;2122;14.125000
3072657;2123;14.125000
3074105;2124;14.125000
3075553;2125;14.125000
3077001;2126;14.125000
3078449;2127;14.125000
3079897;2128;14.125000
3081345;2129;14.375000
3082793;2130;14.375000
3084241;2131;14.375000
3085689;2132;14.250000
3087137;2133;14.250000
3088585;2134;14.250000
3090033;2135;14.250000
3091481;2136;14.250000
3092929;2137;14.250000
3094377;2138;14.125000
3095825;2139;14.125000
3097273;2140;14.125000
3098721;2141;14.125000
3100169;2142;14.125000
3101617;2143;14.125000
3103065;2144;14.125000
3104513;2145;14.125000
3105961;2146;14.125000
3107409;2147;14.250000
3108857;2148;14.250000
3110305;2149;14.250000
3111753;2150;14.250000
3113201;2151;14.250000
3114649;2152;14.250000
3116097;2153;14.250000
3117545;2154;14.250000
3118993;2155;14.250000
3120441;2156;14.250000
3121889;2157;14.250000
3123337;2158;14.250000
3124785;2159;14.250000
3126233;2160;14.250000
3127681;2161;14.250000
3129129;2162;14.125000
3130577;2163;14.125000
3132025;2164;14.125000
3133473;2165;14.125000
3134921;2166;14.125000
3136369;2167;14.125000
3137817;2168;0
3139265;2169;0
3140713;2170;0
3142161;2171;0
3143609;2172;0
3145057;2173;14.125000
3146505;2174;14.125000
3147953;2175;14.125000
3149401;2176;14.125000
3150849;2177;14.125000
3152297;2178;14.125000
3153745;2179;14.125000
3155193;2180;14.250000
3156641;2181;14.250000
3158089;2182;14.250000
3159537;2183;14.241000
3160985;2184;14.241000
3162433;2185;14.241000
3163881;2186;14.259000
3165329;2187;14.259000
3166777;2188;14.259000
3168225;2189;14.125000
3169673;2190;14.125000
3171121;2191;14.125000
3172569;2192;14.250000
3174017;2193;14.250000
3175465;2194;14.250000
3176913;2195;14.250000
3178361;2196;14.250000
3179809;2197;14.250000
3181257;2198;14.125000
3182705;2199;14.125000
3184153;2200;14.125000
3185601;2201;14.250000
3187049;2202;14.250000
3188497;2203;14.250000
3189945;2204;14.250000
3191393;2205;14.250000
3192841;2206;14.250000
3194289;2207;14.125000
3195737;2208;14.125000
3197185;2209;14.125000
3198633;2210;14.125000
3200081;2211;14.125000
3201529;2212;14.125000
3202977;2213;14.250000
3204425;2214;14.250000
3205873;2215;14.250000
3207321;2216;14.125000
3208769;2217;14.125000
3210217;2218;14.125000
3211665;2219;14.250000
3213113;2220;14.250000
3214561;2221;14.250000
3216009;2222;14.250000
3217457;2223;14.250000
3218905;2224;14.250000
3220353;2225;14.250000
3221801;2226;14.250000
3223249;2227;14.250000
3224697;2228;14.250000
3226145;2229;14.250000
3227593;2230;14.250000
3229041;2231;14.250000
3230489;2232;14.250000
3231937;2233;14.250000
3233385;2234;14.125000
3234833;2235;14.125000
3236281;2236;14.125000
3237729;2237;14.250000
3239177;2238;14.250000
3240625;2239;14.250000
3242073;2240;13.625000
3243521;2241;13.625000
3244969;2242;13.625000
3246417;2243;14.250000
3247865;2244;14.250000
3249313;2245;14.250000
3250761;2246;14.125000
3252209;2247;14.125000
3253657;2248;14.125000
3255105;2249;0
3256553;2250;0
3258001;2251;0
3259449;2252;0
3260897;2253;0
3262345;2254;14.250000
3263793;2255;14.250000
3265241;2256;14.250000
3266689;2257;14.250000
3268137;2258;14.125000
3269585;2259;14.125000
3271033;2260;14.125000
3272481;2261;14.125000
3273929;2262;14.125000
3275377;2263;14.125000
3276825;2264;14.125000
3278273;2265;14.125000
3279721;2266;14.125000
3281169;2267;14.125000
3282617;2268;14.125000
3284065;2269;14.125000
3285513;2270;14.250000
3286961;2271;14.250000
3288409;2272;14.250000
3289857;2273;14.125000
3291305;2274;14.125000
3292753;2275;14.125000
3294201;2276;14.125000
3295649;2277;14.125000
3297097;2278;14.125000
3298545;2279;14.125000
3299993;2280;14.125000
3301441;2281;14.125000
3302889;2282;14.125000
3304337;2283;14.125000
3305785;2284;14.125000
3307233;2285;14.250000
3308681;2286;14.250000
3310129;2287;14.250000
3311577;2288;14.250000
3313025;2289;14.250000
3314473;2290;14.250000
3315921;2291;13.625000
3317369;2292;13.625000
3318817;2293;13.625000
3320265;2294;14.250000
3321713;2295;14.250000
3323161;2296;14.250000
3324609;2297;14.125000
3326057;2298;14.125000
3327505;2299;14.125000
3328953;2300;14.250000
3330401;2301;14.250000
3331849;2302;14.250000
3333297;2303;14.125000
3334745;2304;14.125000
3336193;2305;14.125000
3337641;2306;14.250000
3339089;2307;14.250000
3340537;2308;14.250000
3341985;2309;14.125000
3343433;2310;14.125000
3344881;2311;14.125000
3346329;2312;14.125000
3347777;2313;14.125000
3349225;2314;14.125000
3350673;2315;14.125000
3352121;2316;14.125000
3353569;2317;14.125000
3355017;2318;14.250000
3356465;2319;14.250000
3357913;2320;14.250000
3359361;2321;14.125000
3360809;2322;14.125000
3362257;2323;14.125000
3363705;2324;0
3365153;2325;0
3366601;2326;0
3368049;2327;0
3369497;2328;0
3370945;2329;14.250000
3372393;2330;14.125000
3373841;2331;14.125000
3375289;2332;14.125000
3376737;2333;14.125000
3378185;2334;14.125000
3379633;2335;14.125000
3381081;2336;14.125000
3382529;2337;14.125000
3383977;2338;14.125000
3385425;2339;14.250000
3386873;2340;14.250000
3388321;2341;14.250000
3389769;2342;14.125000
3391217;2343;14.125000
3392665;2344;14.125000
3394113;2345;14.375000
3395561;2346;14.375000
3397009;2347;14.375000
3398457;2348;14.125000
3399905;2349;14.125000
3401353;2350;14.125000
3402801;2351;14.125000
3404249;2352;14.125000
3405697;2353;14.125000
3407145;2354;14.125000
3408593;2355;14.125000
3410041;2356;14.125000
3411489;2357;14.125000
3412937;2358;14.125000
3414385;2359;14.125000
3415833;2360;14.250000
3417281;2361;14.250000
3418729;2362;14.250000
3420177;2363;14.250000
3421625;2364;14.250000
3423073;2365;14.250000
3424521;2366;14.375000
3425969;2367;14.375000
3427417;2368;14.375000
3428865;2369;14.250000
3430313;2370;14.250000
3431761;2371;14.250000
3433209;2372;14.250000
3434657;2373;14.250000
3436105;2374;14.250000
3437553;2375;14.250000
3439001;2376;14.250000
3440449;2377;14.250000
3441897;2378;14.250000
3443345;2379;14.250000
3444793;2380;14.250000
3446241;2381;14.250000
3447689;2382;14.250000
3449137;2383;14.250000
3450585;2384;14.116000
3452033;2385;14.116000
3453481;2386;14.116000
3454929;2387;14.134000
3456377;2388;14.134000
3457825;2389;14.134000
3459273;2390;14.125000
3460721;2391;14.125000
3462169;2392;14.125000
3463617;2393;14.250000
3465065;2394;14.250000
3466513;2395;14.250000
3467961;2396;14.125000
3469409;2397;14.125000
3470857;2398;14.125000
3472305;2399;14.250000
3473753;2400;14.250000
3475201;2401;14.250000
3476649;2402;14.375000
3478097;2403;14.375000
3479545;2404;14.375000
3480993;2405;0
3482441;2406;0
3483889;2407;0
3485337;2408;0
3486785;2409;0
3488233;2410;14.250000
3489681;2411;14.250000
3491129;2412;14.250000
3492577;2413;14.250000
3494025;2414;14.250000
3495473;2415;14.250000
3496921;2416;14.250000
3498369;2417;14.250000
3499817;2418;14.250000
3501265;2419;14.250000
3502713;2420;14.125000
3504161;2421;14.125000
3505609;2422;14.125000
3507057;2423;14.125000
3508505;2424;14.125000
3509953;2425;14.125000
3511401;2426;14.250000
3512849;2427;14.250000
3514297;2428;14.250000
3515745;2429;14.125000
3517193;2430;14.125000
3518641;2431;14.125000
3520089;2432;14.250000
3521537;2433;14.250000
3522985;2434;14.250000
3524433;2435;14.250000
3525881;2436;14.250000
3527329;2437;14.250000
3528777;2438;14.250000
3530225;2439;14.250000
3531673;2440;14.250000
3533121;2441;14.241000
3534569;2442;14.241000
3536017;2443;14.241000
3537465;2444;14.134000
3538913;2445;14.134000
3540361;2446;14.134000
3541809;2447;14.125000
3543257;2448;14.125000
3544705;2449;14.125000
3546153;2450;14.250000
3547601;2451;14.250000
3549049;2452;14.250000
3550497;2453;14.125000
3551945;2454;14.125000
3553393;2455;14.125000
3554841;2456;14.250000
3556289;2457;14.250000
3557737;2458;14.250000
3559185;2459;14.375000
3560633;2460;14.375000
3562081;2461;14.375000
3563529;2462;14.125000
3564977;2463;14.125000
3566425;2464;14.125000
3567873;2465;14.125000
3569321;2466;14.125000
3570769;2467;14.125000
3572217;2468;14.125000
3573665;2469;14.125000
3575113;2470;14.125000
3576561;2471;14.375000
3578009;2472;14.375000
3579457;2473;14.375000
3580905;2474;14.250000
3582353;2475;14.250000
3583801;2476;14.250000
3585249;2477;14.250000
3586697;2478;14.250000
3588145;2479;14.250000
3589593;2480;14.125000
3591041;2481;14.125000
3592489;2482;14.125000
3593937;2483;14.250000
3595385;2484;14.250000
3596833;2485;14.250000
3598281;2486;0
3599729;2487;0
3601177;2488;0
3602625;2489;0
3604073;2490;0
3605521;2491;14.250000
3606969;2492;14.250000
3608417;2493;14.250000
3609865;2494;14.250000
3611313;2495;14.125000
3612761;2496;14.125000
3614209;2497;14.125000
3615657;2498;14.241000
3617105;2499;14.241000
3618553;2500;14.241000
3620001;2501;14.259000
3621449;2502;14.259000
3622897;2503;14.259000
3624345;2504;14.250000
3625793;2505;14.250000
3627241;2506;14.250000
3628689;2507;14.250000
3630137;2508;14.250000
3631585;2509;14.250000
3633033;2510;14.125000
3634481;2511;14.125000
3635929;2512;14.125000
3637377;2513;14.125000
3638825;2514;14.125000
3640273;2515;14.125000
3641721;2516;14.250000
3643169;2517;14.250000
3644617;2518;14.250000
3646065;2519;14.250000
3647513;2520;14.250000
3648961;2521;14.250000
3650409;2522;14.125000
